poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Trump,16651,Donald Trump,43.8
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,DeSantis,16646,Ron DeSantis,17.5
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Haley,16640,Nikki Haley,15.1
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Scott,16648,Tim Scott,8.6
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,4.5
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Christie,16659,Chris Christie,4.5
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Burgum,31006,Doug Burgum,4.1
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Binkley,31027,Ryan Binkley,0.3
84551,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,Iowa,11/3/23,11/5/23,,"",,184841,1084,lv,r,lv-r,,11/6/23 11:26,"",https://www.thetrafalgargroup.org/wp-content/uploads/2023/11/IA-GOP-Caucus-Poll-Report-1106.pdf,"",,REP,8790,2024,U.S. President,0,,1/15/24,caucus,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.3
84587,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,4.0,,11/3/23,11/5/23,,"",,184975,1089,lv,r,lv-r,,11/6/23 20:29,"",https://www.thetrafalgargroup.org/news/nat-gop-pres-1106/,"",,REP,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,50.1
